PRODUCT_LINE,ITEM_NUMBER,ITEM_RANK,BR_ID,AC_MONTH,RANK_A,RANK_B,RANK_C,RANK_D,RANK_N,ALSO_FIT_YEAR_FROM,ALSO_FIT_YEAR_TO,ALSO_FIT_MAKE
,,C,84,201503,0,0,1,0,0,2013,2013,NISSAN
,,C,85,201503,0,0,1,0,0,2013,2013,NISSAN
,,C,81,201412,0,0,1,0,0,2013,2013,NISSAN
,,C,82,201412,0,0,1,0,0,2013,2013,NISSAN
,,C,83,201412,0,0,1,0,0,2013,2013,NISSAN
,,C,84,201412,0,0,1,0,0,2013,2013,NISSAN
,,C,85,201412,0,0,1,0,0,2013,2013,NISSAN
,,D,81,201207,0,0,0,1,0,2011,2012,NISSAN
,,D,82,201207,0,0,0,1,0,2011,2012,NISSAN
,,D,83,201207,0,0,0,1,0,2011,2012,NISSAN
,,D,84,201207,0,0,0,1,0,2011,2012,NISSAN
,,D,85,201207,0,0,0,1,0,2011,2012,NISSAN
,,B,81,201304,0,1,0,0,0,2011,2012,NISSAN
,,B,82,201304,0,1,0,0,0,2011,2012,NISSAN
,,B,83,201304,0,1,0,0,0,2011,2012,NISSAN
,,B,84,201304,0,1,0,0,0,2011,2012,NISSAN
,,B,85,201304,0,1,0,0,0,2011,2012,NISSAN
,,B,81,201310,0,1,0,0,0,2011,2012,NISSAN
,,B,82,201310,0,1,0,0,0,2011,2012,NISSAN
,,B,83,201310,0,1,0,0,0,2011,2012,NISSAN
,,B,84,201310,0,1,0,0,0,2011,2012,NISSAN
,,B,85,201310,0,1,0,0,0,2011,2012,NISSAN
,,C,81,201502,0,0,1,0,0,2013,2013,NISSAN
,,C,82,201502,0,0,1,0,0,2013,2013,NISSAN
,,C,83,201502,0,0,1,0,0,2013,2013,NISSAN
,,C,84,201502,0,0,1,0,0,2013,2013,NISSAN
,,C,85,201502,0,0,1,0,0,2013,2013,NISSAN
,,C,81,201412,0,0,1,0,0,2013,2013,NISSAN
,,C,82,201412,0,0,1,0,0,2013,2013,NISSAN
,,C,83,201412,0,0,1,0,0,2013,2013,NISSAN
,,C,84,201412,0,0,1,0,0,2013,2013,NISSAN
,,C,85,201412,0,0,1,0,0,2013,2013,NISSAN
,,D,81,201201,0,0,0,1,0,2011,2012,HYUNDAI
,,D,82,201201,0,0,0,1,0,2011,2012,HYUNDAI
,,D,83,201201,0,0,0,1,0,2011,2012,HYUNDAI
,,D,84,201201,0,0,0,1,0,2011,2012,HYUNDAI
,,D,85,201201,0,0,0,1,0,2011,2012,HYUNDAI
,,A,81,201311,1,0,0,0,0,2011,2013,HYUNDAI
,,A,82,201311,1,0,0,0,0,2011,2013,HYUNDAI
,,A,83,201311,1,0,0,0,0,2011,2013,HYUNDAI
,,A,84,201311,1,0,0,0,0,2011,2013,HYUNDAI
,,A,85,201311,1,0,0,0,0,2011,2013,HYUNDAI
,,A,81,201311,1,0,0,0,0,2011,2013,HYUNDAI
,,A,82,201311,1,0,0,0,0,2011,2013,HYUNDAI
,,A,83,201311,1,0,0,0,0,2011,2013,HYUNDAI
,,A,84,201311,1,0,0,0,0,2011,2013,HYUNDAI
,,A,85,201311,1,0,0,0,0,2011,2013,HYUNDAI
,,C,81,201505,0,0,1,0,0,2011,2011,KIA
,,C,82,201505,0,0,1,0,0,2011,2011,KIA
,,C,83,201505,0,0,1,0,0,2011,2011,KIA
,,C,84,201505,0,0,1,0,0,2011,2011,KIA
,,C,85,201505,0,0,1,0,0,2011,2011,KIA
,,B,81,201309,0,1,0,0,0,2011,2014,KIA
,,B,82,201309,0,1,0,0,0,2011,2014,KIA
,,B,83,201309,0,1,0,0,0,2011,2014,KIA
,,B,84,201309,0,1,0,0,0,2011,2014,KIA
,,B,85,201309,0,1,0,0,0,2011,2014,KIA
,,C,81,201510,0,0,1,0,0,2011,2014,KIA
,,C,82,201510,0,0,1,0,0,2011,2014,KIA
,,C,83,201510,0,0,1,0,0,2011,2014,KIA
,,C,84,201510,0,0,1,0,0,2011,2014,KIA
,,C,85,201510,0,0,1,0,0,2011,2014,KIA
,,C,81,201505,0,0,1,0,0,2011,2011,KIA
,,C,82,201505,0,0,1,0,0,2011,2011,KIA
,,C,83,201505,0,0,1,0,0,2011,2011,KIA
,,C,84,201505,0,0,1,0,0,2011,2011,KIA
,,C,85,201505,0,0,1,0,0,2011,2011,KIA
